Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2011-01-20,Brisbane,20.6,29.8,36.2,4.2,8.6,SE,33.0,S,ESE,4.0,11.0,67.0,70.0,1008.8,1008.6,6.0,7.0,28.0,26.5,Yes,Yes
2011-01-21,Brisbane,20.7,28.5,4.4,6.0,8.0,ESE,43.0,SE,SE,11.0,15.0,77.0,51.0,1012.2,1010.7,7.0,5.0,23.8,27.9,Yes,No
2011-01-22,Brisbane,18.9,29.4,0.0,6.4,12.5,SSE,39.0,S,ESE,9.0,20.0,54.0,48.0,1012.9,1011.7,3.0,4.0,26.7,27.8,No,No
2011-01-23,Brisbane,18.8,29.8,0.0,9.8,11.6,ESE,37.0,SSE,SE,9.0,11.0,49.0,43.0,1010.9,1008.4,3.0,2.0,26.6,28.7,No,No
2011-01-24,Brisbane,19.1,29.4,0.0,8.4,12.5,NE,20.0,NNE,ENE,2.0,7.0,52.0,47.0,1010.2,1007.3,1.0,1.0,26.1,28.9,No,No
2011-01-25,Brisbane,20.2,30.4,0.0,5.8,12.8,NNE,24.0,N,NE,4.0,11.0,58.0,56.0,1011.4,1009.9,1.0,1.0,28.2,28.9,No,No
2011-01-26,Brisbane,21.5,30.5,0.0,7.4,12.8,ENE,28.0,ESE,ENE,2.0,11.0,57.0,59.0,1015.3,1013.7,3.0,1.0,27.3,28.9,No,No
2011-02-09,Brisbane,21.0,29.0,14.2,2.2,8.3,SE,43.0,SE,ESE,13.0,17.0,59.0,45.0,1019.9,1019.0,5.0,3.0,26.6,28.3,Yes,No
2011-02-08,Brisbane,21.3,26.8,6.4,5.2,7.61,SE,26.0,S,SSE,4.0,7.0,92.0,75.0,1016.7,1014.5,7.0,7.0,21.6,24.4,Yes,Yes
2011-02-07,Brisbane,24.2,30.4,1.6,4.6,1.8,SE,31.0,SW,SE,4.0,13.0,81.0,58.0,1018.2,1014.9,7.0,7.0,24.6,29.2,Yes,Yes
2011-02-06,Brisbane,24.8,32.4,7.0,9.8,7.61,ENE,24.0,NNW,NE,2.0,11.0,77.0,63.0,1018.5,1015.3,6.0,3.0,28.9,31.6,Yes,Yes
2011-02-05,Brisbane,24.8,32.4,2.2,8.4,7.61,NE,30.0,ENE,NNE,7.0,11.0,69.0,63.0,1017.4,1015.0,4.0,3.0,29.1,30.9,Yes,Yes
2011-02-04,Brisbane,23.6,32.6,0.2,7.2,7.61,E,28.0,NE,NNE,6.0,11.0,62.0,54.0,1017.2,1014.9,3.0,1.0,30.4,31.4,No,Yes
2011-03-17,Brisbane,21.8,29.4,0.0,4.4,6.5,ENE,22.0,N,ENE,0.0,11.0,69.0,62.0,1018.6,1015.0,6.0,6.0,26.3,27.9,No,No
2011-02-03,Brisbane,24.3,31.3,2.0,7.4,7.61,ENE,24.0,NNE,ENE,2.0,13.0,74.0,63.0,1018.0,1015.1,3.0,5.0,29.2,30.5,Yes,No
2011-02-01,Brisbane,23.2,30.7,3.6,7.6,6.8,ENE,26.0,ENE,ENE,9.0,11.0,81.0,67.0,1017.5,1014.8,5.0,7.0,27.1,29.7,Yes,Yes
2011-01-31,Brisbane,21.1,31.1,0.0,5.8,12.4,ENE,24.0,ENE,NE,9.0,9.0,61.0,55.0,1018.3,1015.3,3.0,3.0,27.6,30.0,No,Yes
2011-01-30,Brisbane,20.8,30.0,0.0,8.0,4.1,ESE,31.0,ESE,E,11.0,15.0,63.0,62.0,1019.6,1017.6,7.0,7.0,27.0,27.4,No,No
2011-01-29,Brisbane,23.1,29.7,0.2,8.0,10.4,E,46.0,SE,SE,15.0,17.0,58.0,44.0,1018.0,1016.1,5.0,2.0,25.5,29.1,No,No
2011-01-28,Brisbane,21.9,31.4,0.0,8.2,9.6,SE,31.0,SSE,ESE,6.0,15.0,65.0,54.0,1013.5,1013.1,5.0,3.0,27.8,30.1,No,No
2011-01-27,Brisbane,20.6,31.0,0.0,7.0,12.6,E,22.0,SE,NE,4.0,9.0,61.0,56.0,1015.5,1012.5,3.0,1.0,27.2,29.9,No,No
2011-02-02,Brisbane,25.0,31.8,3.8,4.8,11.7,ENE,24.0,N,ENE,0.0,11.0,83.0,64.0,1017.5,1016.1,3.0,3.0,28.3,30.1,Yes,Yes
2011-09-01,Brisbane,12.8,23.9,0.0,3.6,10.8,E,22.0,SSW,NE,2.0,9.0,69.0,45.0,1024.0,1019.8,1.0,2.0,18.4,22.8,No,No
2011-09-02,Brisbane,13.1,23.8,0.0,3.6,9.9,ESE,31.0,SSW,ESE,4.0,13.0,69.0,54.0,1025.1,1022.9,1.0,5.0,19.4,20.6,No,No
2011-09-03,Brisbane,11.8,22.1,0.0,5.6,9.2,SE,30.0,SSW,ESE,6.0,11.0,58.0,40.0,1029.2,1026.0,3.0,6.0,18.3,21.4,No,No
2012-02-23,Brisbane,21.1,23.5,5.2,6.4,0.0,SE,19.0,SW,SSE,2.0,9.0,87.0,94.0,1018.5,1018.3,8.0,8.0,22.9,21.6,Yes,Yes
2012-02-24,Brisbane,20.1,27.1,10.4,5.0,0.0,SSE,24.0,SE,ESE,6.0,9.0,92.0,94.0,1020.1,1018.6,8.0,8.0,21.4,22.3,Yes,Yes
2012-02-25,Brisbane,20.7,28.9,58.4,3.0,5.7,E,39.0,E,E,13.0,17.0,84.0,79.0,1019.7,1017.9,7.0,7.0,27.0,26.4,Yes,Yes
2012-02-26,Brisbane,22.3,29.2,14.0,3.8,6.2,E,28.0,ESE,ESE,9.0,11.0,74.0,71.0,1020.8,1017.8,5.0,6.0,26.5,26.0,Yes,No
2012-02-27,Brisbane,20.7,29.1,0.4,6.6,9.3,E,33.0,E,E,13.0,13.0,68.0,55.0,1018.9,1017.0,7.0,4.51,27.5,27.4,No,No
2012-02-28,Brisbane,21.1,29.7,0.0,7.2,11.6,ENE,26.0,E,ENE,15.0,9.0,64.0,58.0,1016.8,1014.8,2.0,3.0,27.1,28.6,No,No
2012-02-29,Brisbane,20.6,30.6,0.0,6.8,11.5,NE,24.0,S,NNE,4.0,9.0,71.0,63.0,1016.3,1012.1,2.0,1.0,27.2,29.4,No,No
2012-03-01,Brisbane,20.6,31.2,0.0,6.6,10.8,NE,24.0,W,NE,4.0,11.0,68.0,57.0,1013.0,1009.0,7.0,7.0,26.8,29.7,No,No
2012-03-02,Brisbane,19.5,32.1,0.0,8.0,11.2,ENE,20.0,SW,NE,4.0,7.0,61.0,50.0,1011.0,1008.5,6.0,1.0,27.4,31.4,No,No
2012-03-03,Brisbane,22.7,28.1,0.8,6.8,6.0,E,28.0,SE,ESE,9.0,7.0,78.0,88.0,1015.2,1013.5,7.0,7.0,26.6,26.9,No,Yes
2012-03-04,Brisbane,21.0,30.0,16.4,4.4,4.5,E,28.0,ESE,E,4.0,6.0,86.0,76.0,1015.5,1012.8,7.0,7.0,26.2,27.4,Yes,Yes
2012-03-05,Brisbane,23.1,25.9,22.2,4.4,0.0,E,22.0,E,ESE,9.0,11.0,98.0,91.0,1012.5,1009.9,8.0,8.0,23.9,24.7,Yes,Yes
2012-03-06,Brisbane,21.6,26.1,7.6,2.6,2.9,SE,28.0,SSE,SSE,7.0,9.0,78.0,70.0,1012.7,1010.9,7.0,6.0,25.1,25.0,Yes,Yes
2012-03-07,Brisbane,19.2,28.7,7.4,2.8,10.3,SE,30.0,S,ESE,7.0,9.0,66.0,53.0,1012.0,1008.1,1.0,5.0,24.4,27.2,Yes,No
2012-02-22,Brisbane,22.9,29.5,0.2,5.4,9.5,ESE,33.0,SSE,E,11.0,15.0,64.0,62.0,1013.7,1011.9,2.0,7.0,26.5,27.5,No,Yes
2012-03-08,Brisbane,18.3,29.0,0.0,7.0,9.6,E,20.0,SSW,ENE,4.0,9.0,63.0,62.0,1011.5,1007.8,4.0,4.0,24.2,26.6,No,No
2012-03-10,Brisbane,16.9,31.4,0.0,4.6,11.5,E,20.0,WSW,ENE,7.0,7.0,50.0,50.0,1013.3,1011.4,1.0,2.0,24.7,29.4,No,No
2012-03-11,Brisbane,20.5,28.1,1.0,7.0,6.2,ESE,31.0,N,E,0.0,9.0,71.0,59.0,1017.8,1015.4,7.0,5.0,24.6,26.6,No,No
2012-03-12,Brisbane,20.3,27.6,0.2,4.6,8.6,E,31.0,SE,E,4.0,13.0,67.0,60.0,1018.7,1017.3,4.0,4.0,25.7,25.8,No,No
2012-03-13,Brisbane,18.4,28.4,0.0,7.0,9.8,SE,39.0,SE,ESE,9.0,17.0,61.0,50.0,1020.5,1017.7,5.0,6.0,25.8,27.6,No,Yes
2012-03-14,Brisbane,20.5,26.2,4.8,6.6,0.0,E,17.0,SE,SE,7.0,0.0,97.0,89.0,1019.3,1015.8,8.0,8.0,21.5,24.0,Yes,Yes
2012-03-15,Brisbane,20.5,27.3,8.2,2.0,2.8,NE,26.0,SSE,E,9.0,13.0,79.0,79.0,1016.0,1012.8,7.0,8.0,25.2,25.3,Yes,No
2012-03-16,Brisbane,20.3,29.7,0.6,4.2,11.1,SE,26.0,SSE,E,9.0,13.0,72.0,61.0,1014.1,1010.9,2.0,1.0,26.3,28.0,No,No
2012-03-17,Brisbane,22.5,28.4,0.4,5.6,2.4,S,31.0,SSW,E,4.0,11.0,82.0,79.0,1013.4,1010.5,7.0,8.0,26.8,25.7,No,Yes
2012-03-18,Brisbane,20.1,26.0,22.2,4.0,0.0,SE,33.0,SSW,SE,4.0,13.0,88.0,68.0,1015.7,1013.6,8.0,7.0,23.0,25.2,Yes,No
2012-03-19,Brisbane,18.4,28.1,0.2,4.4,6.3,ESE,28.0,SSW,SSW,6.0,2.0,73.0,68.0,1016.0,1012.2,3.0,7.0,23.3,25.8,No,Yes
2012-03-20,Brisbane,20.7,27.9,4.4,3.8,7.1,SE,37.0,ESE,ESE,13.0,15.0,84.0,65.0,1014.0,1010.7,5.0,4.0,24.5,27.1,Yes,Yes
2012-03-21,Brisbane,19.4,28.3,3.4,5.0,2.6,ESE,22.0,ESE,ESE,7.0,11.0,76.0,73.0,1009.4,1005.7,7.0,7.0,24.5,25.3,Yes,No
2012-03-22,Brisbane,22.2,25.1,0.2,4.0,0.0,ENE,26.0,ESE,SE,11.0,9.0,83.0,97.0,1006.8,1004.9,8.0,8.0,24.9,21.7,No,Yes
2012-03-23,Brisbane,19.8,30.1,16.0,0.8,3.4,WNW,19.0,SW,W,4.0,4.0,93.0,66.0,1004.4,1001.8,7.0,5.0,21.7,29.2,Yes,No
2012-03-09,Brisbane,19.9,31.7,0.0,7.0,11.7,SW,24.0,SW,SSW,7.0,6.0,68.0,32.0,1011.5,1008.3,1.0,1.0,25.1,30.7,No,No
2012-03-24,Brisbane,18.5,27.9,0.0,4.2,9.2,ESE,28.0,SW,E,6.0,13.0,48.0,64.0,1010.9,1010.8,6.0,5.0,24.3,26.7,No,No
2012-02-21,Brisbane,22.6,31.2,20.0,7.0,5.3,ESE,26.0,N,NE,6.0,6.0,83.0,77.0,1009.4,1006.3,7.0,7.0,26.1,27.8,Yes,No
2012-02-19,Brisbane,21.5,31.3,0.0,5.6,8.9,ENE,22.0,S,ENE,4.0,11.0,68.0,61.0,1017.3,1013.4,4.0,3.0,27.4,30.3,No,No
2012-01-20,Brisbane,20.6,30.3,0.0,10.0,8.8,SE,35.0,SSE,SE,7.0,17.0,64.0,61.0,1013.7,1011.9,7.0,4.0,26.7,27.5,No,No
2012-01-21,Brisbane,20.0,30.2,0.0,7.6,9.7,ESE,35.0,SSE,SE,7.0,15.0,56.0,63.0,1012.5,1010.3,3.0,7.0,27.1,27.3,No,No
2012-01-22,Brisbane,21.1,29.6,0.0,8.0,9.7,ENE,37.0,ESE,ESE,13.0,11.0,58.0,56.0,1014.3,1012.3,7.0,7.0,26.9,28.1,No,No
2012-01-23,Brisbane,21.1,27.5,0.6,6.6,0.5,SSE,30.0,ESE,ESE,9.0,7.0,73.0,91.0,1013.6,1012.7,7.0,8.0,26.6,23.2,No,Yes
2012-01-24,Brisbane,21.1,23.5,31.2,2.2,0.0,E,33.0,ESE,ESE,9.0,13.0,97.0,96.0,1012.0,1009.9,8.0,8.0,23.0,22.6,Yes,Yes
2012-01-25,Brisbane,21.3,26.6,168.4,2.6,0.7,NE,26.0,S,NE,2.0,6.0,98.0,88.0,1008.5,1005.8,8.0,8.0,23.3,24.6,Yes,Yes
2012-01-26,Brisbane,22.0,30.5,3.8,2.0,5.8,ENE,22.0,N,ENE,0.0,7.0,82.0,72.0,1008.1,1006.2,6.0,7.0,26.5,28.9,Yes,Yes
2012-01-27,Brisbane,23.2,25.4,8.6,3.2,0.0,ESE,33.0,E,ESE,2.0,13.0,95.0,97.0,1011.3,1009.3,8.0,8.0,24.2,24.0,Yes,Yes
2012-01-28,Brisbane,22.1,26.3,8.2,2.2,7.61,ESE,31.0,E,E,7.0,11.0,88.0,93.0,1011.8,1009.4,8.0,8.0,24.3,24.2,Yes,Yes
2012-01-29,Brisbane,21.8,26.3,18.0,4.6,0.0,E,30.0,ESE,ENE,4.0,7.0,98.0,95.0,1010.2,1007.8,8.0,8.0,23.3,25.0,Yes,Yes
2012-01-30,Brisbane,22.3,28.2,15.8,2.2,6.3,NE,26.0,ENE,NE,11.0,11.0,83.0,72.0,1009.4,1006.7,6.0,5.0,25.9,27.6,Yes,No
2012-01-31,Brisbane,12.19,23.22,0.0,6.2,10.6,W,40.04,N,ENE,4.0,7.0,68.88,60.0,1008.5,1005.8,4.0,3.0,16.99,28.9,No,No
2012-02-01,Brisbane,23.6,30.0,2.36,6.8,11.5,E,31.0,ENE,ENE,11.0,13.0,69.0,67.0,1007.5,1005.2,3.0,5.0,27.8,28.1,No,No
2012-02-02,Brisbane,22.4,28.4,0.4,7.0,9.9,E,33.0,ENE,ENE,17.0,11.0,66.0,60.0,1006.2,1004.2,6.0,6.0,27.1,27.1,No,Yes
2012-02-20,Brisbane,21.9,32.4,0.0,6.0,11.2,NE,22.0,W,NNE,4.0,7.0,75.0,59.0,1013.9,1009.6,6.0,6.0,26.5,30.0,No,Yes
2012-02-03,Brisbane,20.6,28.0,3.2,8.6,7.61,NE,24.0,W,ENE,2.0,9.0,78.0,71.0,1004.5,1002.4,7.0,7.0,25.3,25.3,Yes,No
2012-02-05,Brisbane,19.9,31.7,0.0,5.8,11.1,E,24.0,SW,ENE,4.0,9.0,63.0,54.0,1003.7,999.5,3.0,2.0,26.4,30.3,No,No
2012-02-06,Brisbane,22.3,34.0,0.0,7.0,11.2,E,22.0,WNW,E,4.0,15.0,68.0,62.0,1001.1,998.8,1.0,5.0,27.6,30.4,No,No
2012-02-07,Brisbane,23.3,30.5,0.0,5.0,10.6,WSW,31.0,SE,ENE,6.0,9.0,65.0,65.0,1004.8,1002.2,4.0,2.0,28.6,29.1,No,No
2012-02-08,Brisbane,21.9,30.6,0.0,8.0,7.61,WSW,33.0,SSE,ENE,4.0,11.0,69.0,62.0,1006.9,1004.8,5.0,4.0,27.5,28.5,No,Yes
2012-02-09,Brisbane,19.9,30.5,32.2,6.4,12.1,SE,35.0,SSW,SE,7.0,17.0,68.0,59.0,1010.1,1008.1,3.0,4.0,26.5,27.6,Yes,No
2012-02-10,Brisbane,19.8,29.0,0.0,6.4,12.0,E,24.0,S,E,6.0,11.0,62.0,57.0,1012.4,1009.8,2.0,1.0,26.0,27.6,No,No
2012-02-11,Brisbane,20.0,30.2,0.0,6.4,10.6,NE,22.0,SW,E,4.0,9.0,75.0,59.0,1012.4,1008.9,6.0,3.0,24.8,29.3,No,Yes
2012-02-12,Brisbane,20.7,32.2,1.2,7.8,10.0,SW,35.0,SW,ENE,2.0,13.0,69.0,58.0,1014.3,1010.9,1.0,2.0,27.2,30.8,Yes,Yes
2012-02-13,Brisbane,21.0,29.5,14.8,6.6,8.1,SE,35.0,NE,ENE,4.0,13.0,73.0,65.0,1015.9,1013.1,3.0,5.0,27.2,28.5,Yes,Yes
2012-02-14,Brisbane,20.9,29.3,1.6,6.4,10.9,E,33.0,SE,ESE,9.0,17.0,64.0,63.0,1017.4,1015.2,1.0,3.0,26.6,27.6,Yes,No
2012-02-15,Brisbane,19.9,29.7,0.0,7.8,11.6,SE,35.0,SE,ESE,11.0,17.0,61.0,52.0,1018.5,1015.7,2.0,1.0,26.1,28.1,No,No
2012-02-16,Brisbane,19.6,29.4,0.0,9.6,11.6,SE,31.0,SSE,ESE,9.0,13.0,60.0,53.0,1017.8,1015.4,2.0,2.0,26.5,28.1,No,No
2012-02-17,Brisbane,20.1,29.9,0.0,9.2,11.9,ESE,35.0,SSW,ESE,7.0,13.0,64.0,55.0,1016.9,1014.2,2.0,3.0,26.2,28.4,No,No
2012-02-18,Brisbane,20.1,29.7,0.0,8.6,8.7,E,26.0,S,ENE,7.0,11.0,65.0,61.0,1016.9,1014.3,4.0,5.0,26.4,29.1,No,No
2012-02-04,Brisbane,20.3,29.4,0.2,4.4,8.6,ESE,22.0,SSE,SE,6.0,9.0,61.0,55.0,1003.8,1001.5,2.0,6.0,26.9,28.1,No,No
2012-03-25,Brisbane,19.0,26.8,0.0,5.4,8.6,SE,33.0,SE,ESE,11.0,15.0,60.0,60.0,1018.6,1017.8,6.0,3.0,24.6,24.4,No,No
2012-03-26,Brisbane,17.0,26.5,0.0,8.0,10.8,E,28.0,SSE,ESE,6.0,13.0,64.0,52.0,1021.4,1019.2,2.0,1.0,24.4,25.4,No,No
2012-03-27,Brisbane,16.8,26.9,0.0,7.0,8.0,E,33.0,S,ESE,6.0,15.0,66.0,54.0,1021.6,1019.0,1.0,6.0,23.9,25.4,No,No
2012-05-02,Brisbane,17.1,24.3,4.2,2.2,7.1,E,20.0,SSW,E,4.0,9.0,83.0,57.0,1023.4,1019.5,7.0,2.0,20.0,23.0,Yes,No
2012-05-03,Brisbane,16.1,25.0,0.0,4.6,7.7,ENE,22.0,SW,ENE,4.0,6.0,74.0,70.0,1019.5,1015.8,3.0,6.0,20.8,23.5,No,Yes
2012-05-04,Brisbane,16.8,24.8,7.8,3.2,6.7,SE,20.0,WSW,ESE,4.0,7.0,85.0,68.0,1017.5,1013.4,7.0,5.0,19.2,23.7,Yes,No
2012-05-05,Brisbane,14.8,25.2,0.0,3.6,10.2,W,22.0,SW,W,6.0,9.0,68.0,39.0,1014.8,1011.8,1.0,1.0,20.6,24.4,No,No
2012-05-06,Brisbane,10.6,24.7,0.0,4.8,10.2,WSW,17.0,SW,WSW,4.0,4.0,56.0,31.0,1018.0,1014.9,1.0,1.0,17.4,24.1,No,No
2012-05-07,Brisbane,11.2,25.4,0.0,3.6,10.3,SW,15.0,SW,NE,6.0,2.0,64.0,42.0,1018.6,1014.5,2.0,1.0,17.4,24.9,No,No
2012-05-08,Brisbane,11.8,26.3,0.0,4.0,10.2,E,17.0,SW,S,6.0,4.0,65.0,35.0,1018.1,1015.3,2.0,1.0,17.5,26.0,No,No
2012-05-09,Brisbane,12.8,26.1,0.0,2.6,9.9,ENE,13.0,SW,NE,4.0,7.0,73.0,43.0,1022.7,1019.9,0.0,1.0,18.5,24.6,No,No
2012-05-10,Brisbane,13.1,26.7,0.0,3.4,9.7,NE,17.0,SW,NNE,4.0,7.0,73.0,49.0,1024.3,1020.2,1.0,1.0,18.9,24.9,No,No
2012-05-11,Brisbane,13.4,25.8,0.0,3.6,10.1,NNW,15.0,SW,NNE,4.0,6.0,81.0,53.0,1023.1,1018.2,1.0,1.0,18.9,24.3,No,No
2012-05-12,Brisbane,13.4,27.2,0.0,3.8,10.1,W,13.0,SW,NW,2.0,6.0,83.0,38.0,1019.1,1014.6,0.0,1.0,17.6,27.1,No,No
2012-05-13,Brisbane,12.8,25.8,0.0,3.2,10.0,W,39.0,W,W,4.0,20.0,59.0,29.0,1016.3,1013.1,0.0,0.0,20.8,25.1,No,No
2012-05-14,Brisbane,10.0,21.4,0.0,7.2,9.9,WSW,22.0,SW,ENE,6.0,7.0,43.0,35.0,1020.0,1018.4,0.0,1.0,16.1,20.0,No,No
2012-05-15,Brisbane,8.1,23.4,0.0,5.4,9.5,SW,19.0,SW,SW,7.0,4.0,52.0,38.0,1022.5,1018.7,1.0,1.0,15.2,23.2,No,No
2012-05-01,Brisbane,15.1,23.7,0.0,4.8,4.2,SE,28.0,S,ESE,6.0,7.0,72.0,63.0,1025.4,1022.4,1.0,7.0,21.0,22.7,No,Yes
2012-05-16,Brisbane,10.2,24.3,0.0,4.8,9.9,WSW,17.0,SW,S,7.0,2.0,67.0,36.0,1022.8,1019.4,1.0,1.0,16.4,23.4,No,No
2012-05-18,Brisbane,11.9,24.1,0.0,3.8,8.7,E,19.0,SW,ESE,6.0,7.0,76.0,48.0,1024.2,1021.1,1.0,5.0,17.3,22.0,No,No
2012-05-19,Brisbane,10.8,24.4,0.0,3.4,9.3,ESE,17.0,SSW,ENE,4.0,9.0,75.0,51.0,1023.8,1020.4,1.0,1.0,17.0,22.6,No,No
2012-05-20,Brisbane,11.3,24.0,0.0,3.8,9.4,ESE,20.0,SSW,E,2.0,7.0,78.0,49.0,1023.8,1020.5,1.0,5.0,16.5,22.1,No,No
2012-05-21,Brisbane,11.7,22.9,0.0,3.2,5.9,SSE,20.0,SW,E,6.0,7.0,72.0,61.0,1024.5,1022.0,3.0,6.0,17.0,22.0,No,No
2012-05-22,Brisbane,13.7,24.8,0.0,2.2,9.8,ENE,17.0,WSW,NNE,6.0,6.0,76.0,50.0,1025.8,1022.3,2.0,3.0,18.4,23.8,No,No
2012-05-23,Brisbane,13.0,23.7,0.0,3.8,7.4,ENE,20.0,WSW,NNE,4.0,7.0,79.0,57.0,1026.3,1022.8,2.0,5.0,17.9,23.5,No,No
2012-05-24,Brisbane,14.1,23.8,0.0,3.0,3.5,NNE,26.0,N,NE,0.0,6.0,82.0,68.0,1023.5,1020.5,7.0,7.0,18.0,22.3,No,No
2012-05-25,Brisbane,17.7,19.8,0.4,1.2,0.0,WNW,31.0,N,WNW,0.0,6.0,93.0,88.0,1018.3,1015.6,8.0,8.0,18.8,16.9,No,Yes
2012-05-26,Brisbane,11.3,19.7,10.6,1.8,8.2,W,30.0,W,W,9.0,13.0,67.0,45.0,1019.2,1015.0,6.0,3.0,13.2,19.3,Yes,No
2012-05-27,Brisbane,8.4,22.6,0.2,4.0,8.9,SW,22.0,SW,SSE,6.0,4.0,56.0,45.0,1018.7,1015.8,1.0,3.0,14.8,21.2,No,No
2012-05-28,Brisbane,10.2,22.7,0.0,3.0,8.7,SSE,26.0,SW,S,7.0,9.0,63.0,51.0,1021.6,1019.5,1.0,6.0,15.7,21.9,No,No
2012-05-29,Brisbane,13.3,22.5,0.0,3.2,9.6,SE,35.0,SSW,SE,6.0,17.0,70.0,56.0,1025.3,1024.2,1.0,4.0,18.2,22.1,No,No
2012-05-30,Brisbane,13.2,22.9,0.0,3.6,7.2,SE,35.0,SSW,SE,2.0,11.0,85.0,56.0,1029.5,1026.7,6.0,4.0,16.7,21.8,No,Yes
2012-05-31,Brisbane,14.7,21.0,13.2,3.6,2.4,SE,31.0,S,SSE,7.0,7.0,91.0,72.0,1028.6,1026.1,6.0,8.0,16.9,19.1,Yes,Yes
2012-05-17,Brisbane,10.9,24.9,0.0,3.8,9.8,E,20.0,SW,NNE,7.0,4.0,69.0,60.0,1023.6,1020.4,1.0,2.0,16.8,22.8,No,No
2012-04-30,Brisbane,16.9,24.6,0.0,3.0,8.2,SE,35.0,SSW,SE,6.0,13.0,67.0,55.0,1023.2,1020.5,1.0,2.0,21.3,23.5,No,No
2012-04-29,Brisbane,17.1,23.8,76.4,5.47,1.9,WSW,19.0,WSW,SSW,6.0,6.0,79.0,71.0,1015.0,1014.9,7.0,7.0,20.4,22.7,Yes,No
2012-04-28,Brisbane,16.1,21.2,38.4,2.4,0.0,SSE,19.0,N,SE,0.0,4.0,98.0,98.0,1018.9,1015.4,8.0,8.0,18.1,18.8,Yes,Yes
2012-03-28,Brisbane,18.0,27.2,0.0,5.2,9.2,SE,30.0,SE,ESE,7.0,15.0,65.0,50.0,1020.4,1017.0,5.0,2.0,24.5,26.1,No,No
2012-03-29,Brisbane,18.0,27.6,0.0,6.8,8.2,SSE,30.0,SSW,ESE,6.0,13.0,65.0,58.0,1018.4,1014.7,3.0,4.0,23.8,26.1,No,No
2012-03-30,Brisbane,18.1,28.2,0.2,5.0,9.5,E,30.0,SW,E,4.0,13.0,69.0,65.0,1016.4,1013.6,1.0,3.0,24.6,25.8,No,Yes
2012-03-31,Brisbane,17.5,28.5,2.0,6.2,11.0,SE,30.0,SSW,SE,6.0,13.0,70.0,55.0,1016.8,1013.4,1.0,1.0,23.6,26.7,Yes,No
2012-04-01,Brisbane,17.6,28.7,0.2,6.0,8.2,SSE,30.0,WSW,SSW,6.0,6.0,69.0,52.0,1016.0,1012.4,1.0,4.0,23.3,27.7,No,No
2012-04-02,Brisbane,18.0,30.3,0.0,6.6,10.7,SE,20.0,SW,WSW,7.0,6.0,65.0,42.0,1015.6,1011.9,1.0,3.0,23.8,29.8,No,No
2012-04-03,Brisbane,18.3,30.5,0.0,5.2,10.4,SE,24.0,SSW,S,6.0,6.0,66.0,39.0,1015.6,1012.2,1.0,2.0,23.9,29.8,No,No
2012-04-04,Brisbane,17.7,28.8,0.0,5.2,10.5,ENE,24.0,WSW,ESE,7.0,11.0,68.0,53.0,1016.8,1014.0,1.0,2.0,23.9,26.6,No,No
2012-04-05,Brisbane,17.9,28.4,0.0,6.6,8.7,E,26.0,SW,ESE,4.0,11.0,70.0,53.0,1019.3,1016.1,2.0,2.0,23.5,26.1,No,No
2012-04-06,Brisbane,17.7,27.4,0.0,8.0,10.6,E,26.0,S,ESE,6.0,13.0,63.0,58.0,1020.0,1016.4,5.0,4.0,23.5,24.7,No,No
2012-04-07,Brisbane,16.1,29.3,0.0,6.4,10.6,WNW,15.0,SSW,SE,4.0,6.0,68.0,45.0,1018.3,1014.3,1.0,1.0,22.6,28.2,No,No
2012-04-08,Brisbane,17.5,27.3,0.0,4.6,8.8,E,22.0,SSW,E,4.0,11.0,70.0,67.0,1020.0,1016.9,2.0,6.0,23.5,25.7,No,No
2012-04-09,Brisbane,17.0,30.5,0.0,4.8,10.7,NE,20.0,SSW,NE,4.0,6.0,80.0,59.0,1017.6,1013.1,1.0,1.0,22.4,28.6,No,No
2012-04-10,Brisbane,18.5,28.4,0.0,5.8,9.5,ESE,35.0,SW,E,6.0,17.0,62.0,57.0,1018.0,1016.7,4.0,2.0,22.9,23.6,No,No
2012-04-11,Brisbane,15.1,24.4,0.0,7.8,8.7,ESE,31.0,SSW,ESE,7.0,13.0,56.0,50.0,1025.0,1022.9,2.0,4.0,20.4,23.4,No,No
2012-04-12,Brisbane,14.9,24.9,0.0,6.2,8.6,SE,39.0,S,SE,7.0,9.0,61.0,69.0,1027.9,1026.4,1.0,5.0,21.1,21.0,No,Yes
2012-04-13,Brisbane,16.1,25.8,3.4,4.6,6.3,ESE,30.0,WSW,ESE,6.0,11.0,88.0,59.0,1028.6,1025.9,6.0,7.0,18.9,23.9,Yes,Yes
2012-04-27,Brisbane,13.9,20.4,0.2,4.0,0.1,SSE,19.0,SW,WSW,6.0,6.0,83.0,79.0,1021.8,1019.0,8.0,8.0,16.2,19.6,No,Yes
2012-04-26,Brisbane,11.6,24.4,0.0,3.4,10.5,W,20.0,SSW,WSW,6.0,4.0,44.0,32.0,1018.3,1015.8,1.0,2.0,18.1,23.7,No,No
2012-04-25,Brisbane,19.3,22.8,0.2,3.4,1.9,W,30.0,W,WNW,7.0,7.0,73.0,49.0,1015.5,1012.0,7.0,7.0,20.8,22.7,No,No
